,id,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend
2885,6774058913760398597,2019-12-24 17:28:19,868.0921090509,11,Say So,7300000,98100,4056,32,33200,29,74200.0,5914.0,526.0
2949,6768354987954179329,2019-12-09 08:34:11,523.0901735069,15,,98700,21600,11300,61,93100,99,366500.0,56100.0,687.0
2950,6766844216862723333,2019-12-05 06:51:41,481.0004320023,18,Lip Gloss (Main Version),95400,8682,75800,1002,347800,103,347800.0,75800.0,317.0
2959,6791401015250783493,2020-02-09 11:04:31,839.2369961921,12,,918900,65600,146,0,1908,4,2048.0,129.0,965.0
2973,6769541367434677506,2019-12-12 13:17:56,519.9341078009,14,Ghunghat 3,6400000,395400,11500,47,104000,34,104000.0,11500.0,420.0
2995,6777305270201699586,2020-01-02 11:25:51,862.8640248032,12,,667400,32400,5774,22,23600,135,3009.0,425.0,336.0
3017,6774470235765361925,2019-12-25 20:04:27,576.7420142245,15,Get Up (feat Chamillionaire),12900000,751100,70500,1080,494600,525,195900.0,26550.0,191.0
3088,6807879516908834054,2020-03-24 20:49:31,456.8279489352,14,Lose Control,1000000,147200,379,4,4229,8,1841.0,146.0,1272.0
3164,6904665322788293890,2020-12-10 16:27:53,155.7522201505,27, 봉봉쇼콜라 (Bon Bon Chocolat),497300,17400,688,4,5587,52,3456.0,443.0,207.01
3170,6775873724752170246,2019-12-29 14:50:43,543.0771156019,14,TOES,1000000,147200,239,0,3432,6,551716.0,63869.5,935.0
3178,6775552460695047429,2019-12-28 18:04:02,862.6073209259,6,,2400000,183300,707,6,26000,5,15059.0,668.0,1411.0
3185,6775069588511083782,2019-12-27 10:50:16,877.0941699653,11,Suicidal,13800,1424,27,0,184,0,1195.0,110.0,1116.0
3194,6772515084532010242,2019-12-20 13:37:29,511.8767106713,14,,3200000,238000,2816,12,24100,24,6182.0,907.0,54.0
3218,6773524050149903617,2019-12-23 06:52:47,509.1934762616,15,,6400000,354000,892,8,11000,11,7029.0,721.0,24.0
3291,6792455323689995526,2020-02-12 07:16:00,859.2018195255,15,My Oh My,31300000,3300000,1837,15,25800,17,25800.0,1837.0,901.0
3311,6819975918807813381,2020-04-26 11:09:44,753.4283973495,14,,3300000,357300,1294,4,8577,13,8577.0,912.0,142.0
3360,6837332077353061633,2020-06-12 05:40:33,701.7601629745,14,Vaadi Vaadi Naattu Katta,5200000,252400,692,3,13700,27,5193.5,643.5,122.0
3372,6803950623986339074,2020-03-14 06:43:26,799.2275537269,15,,1800000,100600,84,1,1229,6,3050.0,380.0,865.0
3390,6778434495323376902,2020-01-05 12:27:53,831.8624696875,15,VIBEZ,65100000,593700,16000,201,79200,89,74300.0,3349.0,813.0
3419,6805407557377625350,2020-03-18 04:57:04,421.3660428935,24,The Box,1100000000,45700000,713500,7629,7400000,2641,30150.0,2018.5,1127.0
3444,6783781006554959109,2020-01-19 22:15:00,540.6490256481,12,SUGAR,166100,12800,31,0,223,3,10200.0,824.0,1302.0
3451,6788448115629280517,2020-02-01 12:05:46,514.4139376736,14,Blueberry Faygo,9465,390,12,0,260,0,208.0,17.5,829.0
3474,6778734295046475009,2020-01-06 07:51:14,859.4820726273,15,MUQABLA,14700,1307,121,3,1229,0,2080.0,168.0,537.0
3494,6814168384180063494,2020-04-10 19:33:31,734.0326255787,15,Monster,1700000,167300,15000,366,309800,126,218250.0,14150.0,44.01
3526,6786824622877707522,2020-01-28 03:05:51,473.3284207986,15,,80600,5368,1469,3,11400,0,20800.0,2525.0,622.0
3565,6775646200566664454,2019-12-29 00:07:49,902.4036088194,9,All Dat,868000,14400,44,1,1004,2,1830.0,79.0,86.0
3623,6795723827549703425,2020-02-21 02:39:25,810.3947137269,12,Buttabomma,125000,16900,77,0,915,5,5124.0,688.0,230.0
3666,6784077539754216710,2020-01-20 17:25:42,480.7354714468,6,,124300000,6100000,220300,6515,3400000,635,93700.0,9243.5,52.0
3683,6802293312305876229,2020-03-09 19:32:13,767.9471003935,13,,378,57,11,0,92,0,14600.0,1585.5,96.01
3698,6799820232258112774,2020-03-03 03:35:28,810.1598479398,12,,8975,676,13,0,80,0,6010.5,916.0,448.0
3703,6811920821104266502,2020-04-04 18:11:51,741.4650472917,13,Calabria 2007 (Radio Mix),133,18,13,0,552,0,113.0,18.0,23.0
3717,6819066832465579266,2020-04-24 00:22:12,384.5464756944,11,Золото - Rakurs & Ramirez Remix,1401,1093,4,1,99,0,5007.5,190.0,425.0
3757,6777884520914996224,2020-01-04 00:53:41,280.0625907755,15,,572200000,26400000,4300000,56500,43400000,57200,1300000.0,44700.0,1031.0
3773,6783306660128591106,2020-01-18 15:34:21,854.2735519676,14,Yummy,471400,25000,155,0,2007,3,3328.5,311.5,246.0
3852,6787840934265556229,2020-01-30 20:49:36,806.8070182407,10,Roscoes,1100000,8307,85,1,877,6,22950.0,2251.0,347.0
3902,6805860689144466693,2020-03-19 10:15:29,462.2682498611,14,Don't Start Now,1000000,147200,321,6,4900,2,10315.0,1055.5,148.0
3928,6786094013612166401,2020-01-26 03:50:41,835.4776584954,14,,909800,48200,2136,4,10900,42,37900.0,3663.5,1241.0
3971,6788146877700263170,2020-01-31 16:36:52,841.4534041319,14,ILLEGAL WEAPON 2.0 - 2,11000,315,25,0,157,0,2838.0,365.0,989.0
4006,6791733877212826886,2020-02-10 08:36:14,460.1159730324,10,,4600000,205500,35400,369,324200,167,213400.0,20100.0,409.0
4015,6797047461874633986,2020-02-24 16:15:40,445.7688439931,11,,8400000,685700,47400,284,677200,501,131850.0,9502.0,297.0
4125,6853818410359377158,2020-07-26 15:55:54,671.1816821759,7,,357700,162300,7533,206,261500,80,261500.0,11200.0,830.0
4129,6789889527084305665,2020-02-05 09:19:13,419.8740888426,15,,490500,32800,161,0,984,1,23350.0,3436.0,504.0
4174,6782020398729940226,2020-01-15 04:23:00,885.4013904398,14,,51600,4718,279,1,2107,2,4371.0,571.0,194.01
4193,6858725635473280000,2020-08-08 21:18:30,60.640955081,19,Conga,5200000,448100,2744,7,153500,24,1338.5,190.0,1125.0
4227,6802329915074104581,2020-03-09 21:54:16,485.5663059491,13,,292400,22600,600,1,9553,4,2058.0,169.5,338.0
4262,6782883539303042306,2020-01-17 12:12:23,268.0888097454,10,,1021,635,7,0,345,0,127.0,8.0,18.0
4279,6794826999446719749,2020-02-18 16:39:06,523.9661970139,46,Black Swan,692300,38100,6562,114,21100,141,43000.0,6562.0,6.782460470390426e+180
4296,6808545358730366214,2020-03-26 15:53:19,778.3690767361,9,,323500,56700,641,31,35900,44,18800.0,698.5,1110.0
4305,6787944867403156742,2020-01-31 03:32:56,541.356405706,15,Opaul,10800000,1100000,3654,43,78700,35,837900.0,126450.0,1171.0
4309,6783270117808688386,2020-01-18 13:12:32,482.9189029514,14,,3200000,131200,375,3,3297,5,1937.5,219.5,729.0
4351,6808538199510535429,2020-03-26 15:25:33,749.6840366204,14,,12800,1182,3177,92,173300,17,99500.0,3488.0,154.0
4436,6783609875151850754,2020-01-19 11:10:57,851.1146869097,15,DIL DOOBA,2600000,137700,165,4,1441,5,1441.0,165.0,1380.01
4444,6809314365477604613,2020-03-28 17:37:28,750.1476629514,12,,1290,74,18,0,318,3,237.0,15.0,964.0
4466,6820765493306133761,2020-04-28 14:13:43,827.0546871528,8,In A Club,11900000,601700,294200,603,2300000,1011,628900.0,56550.0,919.0
4530,6791578380941724934,2020-02-09 22:32:48,796.1713021991,8,OUT WEST (feat. Young Thug),1200000,104000,25100,576,165600,304,3524.0,217.0,91.0
4647,6787597473436191744,2020-01-30 05:04:54,254.0839856481,15,,167600000,6200000,168300,1242,1700000,1585,1981.0,167.0,747.0
4678,6792705290358803717,2020-02-12 23:25:47,794.7373443287,15,SIX'FO,5889,304,85,0,464,4,2659.5,210.5,112.0
4722,6795361455068810497,2020-02-20 03:13:06,448.4212188426,15,,21400,1679,49,2,220,1,31400.0,3284.0,842.0
4833,6798980237368626438,2020-02-29 21:15:49,438.393973669,12,,34900,8788,414,6,4394,13,33700.0,2890.0,255.0
4870,6810663108550380801,2020-04-01 08:51:17,405.2894815162,14,,15000000,749300,46300,351,427200,347,49600.0,7753.0,1847.0
4881,6797615524101606661,2020-02-26 05:00:09,398.0822078125,10,,181400,16900,2334,3,89900,15,91900.0,15100.0,412.0
4934,6814563705943034880,2020-04-11 21:07:35,179.6571164005,12,,0,91500000,4100000,23100,25900000,43900,91000.0,6018.0,1490.0
5017,6805467698840014082,2020-03-18 08:50:27,815.3275842245,11,,59400,11500,164,0,1511,8,20650.0,2486.0,439.0
5064,6789072338789862400,2020-02-03 04:28:07,251.2313622222,9,,614300,229700,30000,2013,313400,180,1600000.0,278900.0,173.0
5069,6792281848174103552,2020-02-11 20:02:40,240.7583503704,14,,67000000,6700000,98900,638,1000000,449,2817.0,273.0,131.01
5095,6788162442141682950,2020-01-31 17:37:12,913.8452818634,15,,33400000,1100000,58800,1560,466800,275,1350000.0,227500.0,567.0
5158,6794598455877618946,2020-02-18 01:52:19,830.6150385532,14,,332900,60300,693,3,3772,20,3772.0,560.0,1685.0
5174,6809232250928893189,2020-03-28 12:18:51,771.7863628241,14,,12800,1181,27,2,816,0,8168.0,992.0,92.0
5184,6791120698803768582,2020-02-08 16:56:44,820.173068588,10,,551700,37900,1339,22,8358,37,2663.0,383.5,954.0
5195,6803201821503474950,2020-03-12 06:17:42,873.2851250463,10,The Weekend (Funk Wav Remix),1100000,83200,278,0,4508,5,381.0,148.5,670.0
5202,6789792984364748034,2020-02-05 03:04:36,802.9312417245,15,,509400,47500,154,0,2223,4,61.0,17.0,279.0
5230,6796287723004022021,2020-02-22 15:07:26,783.5741077778,13,Cannibal,18100,559,100,0,401,18,883.0,125.0,247.0
5311,6826834389847051525,2020-05-14 22:44:06,809.5761143171,13,,0,66000000,2400000,7678,24900000,9839,109650.0,6853.0,56.01
5344,6799119596654824705,2020-03-01 06:16:34,776.3378469444,15,,19500,1765,258,1,430,0,458.0,188.0,805.0
5450,6799895691071130881,2020-03-03 08:28:13,438.0902877662,26,,720400,65500,3535,500,66700,265,1455.5,97.0,488.0
5518,6790089007461174534,2020-02-05 22:13:17,801.8356070255,10,,5100000,408400,2299,46,34800,63,22.0,5.5,437.0
5529,6810822666262547718,2020-04-01 19:10:27,768.7866079514,14,,33000,3482,236,7,2883,25,30900.0,2097.0,1055.0
5554,6817479688907246853,2020-04-19 17:43:06,783.1369620139,10,Why Is Everything Chrome (Lean Swag Rock Wit It),10800,711,25,0,1076,4,987.0,52.0,722.0
5563,6847021049528225030,2020-07-08 08:18:41,708.0413277199,15,Señorita,336800,33600,2929,23,44400,51,622.5,52.5,1329.01
5574,6794379361874234625,2020-02-17 11:42:03,452.9564727662,11,,17000000,599400,7738,27,61400,23,93400.0,7191.5,48.0
5655,6827475549904997634,2020-05-16 16:12:10,727.9197883565,15,Woah (feat. D3Mstreet),1300000,233600,2280,7,18800,63,14900.0,975.0,73.0
5687,6813631527256132866,2020-04-09 08:50:17,354.9223929977,15,,3000000,127100,8409,8,31700,97,25800.0,2018.0,1311.0
5699,6830495700967492869,2020-05-24 19:31:51,716.0150918981,12,Blinding Lights,25000,3428,127,0,2275,0,12850.0,1168.0,423.0
5731,6810863188125420805,2020-04-01 21:47:42,744.5778114815,15,Vibe (If I Back It Up),10800,836,27,0,111,0,989.0,49.5,294.0
5753,6823046535069060353,2020-05-04 17:45:22,714.8052839468,13,,38000,1740,105,0,647,0,1368.0,419.0,1636.0
5759,6800692073277230337,2020-03-05 11:58:35,771.8506609028,14,,10200,819,7,0,42,2,73.0,11.5,100.0
5787,6795223048787201285,2020-02-19 18:15:58,785.8375539352,48,Hit Yo Groove,1113,213,263,9,4534,5,123.5,13.0,101.0
5971,6807619053474024705,2020-03-24 03:58:48,814.1384307407,7,,57000,13800,89,0,870,2,152200.0,18000.0,210.0
6005,6795522743216508165,2020-02-20 13:38:56,785.2579943981,10,,28100,554,41,0,329,1,234.0,27.0,1095.0
6022,6794999399853362433,2020-02-19 03:48:08,827.3827021644,14,Goa Beach,21400,1679,133,2,638,1,1401.5,191.5,1388.0
6071,6821024749154536706,2020-04-29 06:59:45,745.7054216204,9,Bass Da Da Da,5200000,252400,2347,5,58900,24,91400.0,5937.0,623.0
6114,6838917128951778561,2020-06-16 12:11:19,697.075275787,18,Forever Young,1600000,281300,5763,992,124400,110,127400.0,11400.0,1359.01
6123,6793315759142620421,2020-02-14 14:54:49,452.0329074074,15,Myself,92600000,6600000,2343,46,33700,32,9759.0,469.0,828.0
6132,6793394536702823686,2020-02-14 20:00:27,813.6661311227,10,What the Hell,10400000,758100,27600,50,148100,102,151850.0,24550.0,1231.0
6149,6795616195434286080,2020-02-20 19:41:34,232.5795891435,15,TOES,67400000,6900000,211600,630,1500000,1168,816350.0,112000.0,935.01
6154,6795763365785373958,2020-02-21 05:12:42,447.0706682407,14,,55600000,1800000,341100,5400,1700000,1723,61000.0,11250.0,399.0
6186,6815759902242295042,2020-04-15 02:29:29,393.4413434028,9,,185500,32700,16,0,20,0,334.5,42.0,1287.0
6203,6824606774029520134,2020-05-08 22:39:50,425.586840706,12,,7757,685,3,0,135,0,12300.0,293.0,1196.0
6231,6796693657597562118,2020-02-23 17:22:41,891.2091308102,15,,220300000,5300000,226100,1009,1100000,14900,267650.0,54500.0,436.0
6309,6900390214397611265,2020-11-29 03:58:18,167.2939619329,32,마지막처럼,1300000,93600,8659,120,48400,207,26100.0,3177.0,319.0
6339,6839914344541719809,2020-06-19 04:41:03,688.4521487269,14,,301200,11700,403,0,3460,38,12850.0,1314.0,1157.0
6342,6814744871266470912,2020-04-12 08:50:37,173.3422328472,14,,23500000,1700000,434500,1166,5800000,3779,71000.0,9760.0,1276.0
6361,6826999101192801538,2020-05-15 09:23:18,361.2628673958,14,,46000000,2100000,1500000,15000,23200000,4272,27200.0,3111.5,248.0
6404,6800214026228993281,2020-03-04 05:03:32,795.2856330556,14,,165600,26700,131,0,1131,2,37700.0,4068.0,770.0
6417,6797226075903626497,2020-02-25 03:48:46,802.1443618056,15,,839800,33900,20600,17,163300,95,171500.0,28600.0,17.0
6522,6806894082477149441,2020-03-22 05:05:33,791.3363951736,14,,417400,22700,154,0,1349,3,11300.0,983.0,879.0
6562,6808581491598101766,2020-03-26 18:13:32,793.024093588,10,,116600,9510,185,5,4846,4,26200.0,1548.5,1346.0
6581,6800334424593452289,2020-03-04 12:50:44,861.2839621412,14,,128100,3850,99,0,977,6,10261.5,873.5,1046.0
6600,6805418939670203649,2020-03-18 05:41:15,477.1141468287,11,,14100000,856800,20000,40,233100,107,15500.0,1738.0,281.0
6745,6804320790268431618,2020-03-15 06:39:51,426.1561064236,23,ON (60 sec),51200000,2400000,22800,217,198100,261,32100.0,5435.5,541.0
6810,6804698918463507717,2020-03-16 07:07:16,497.0437295949,15,,97900000,1300000,34300,73,119000,527,51300.0,7043.0,547.0
6848,6800827739742964998,2020-03-05 20:45:03,796.5759453009,15,,41100000,911800,6741,53,29200,203,7982.0,391.0,836.0
6881,6806776087528492294,2020-03-21 21:27:39,788.6196172338,15,Funky Town,144300000,4600000,68300,960,679100,442,1492.0,139.5,137.0
7044,6809816211900157190,2020-03-30 02:04:55,747.4630256713,15,Something New (feat. Ty Dolla $ign),47700,2734,77,0,190,0,10359.0,565.5,205.0
7073,6806703273752644869,2020-03-21 16:45:06,756.1126872222,13,,4841,476,13,0,217,0,51.0,10.0,42.0
7108,6802645790180314373,2020-03-10 18:20:01,430.7110335995,15,,7400000,215400,27600,388,159100,106,63500.0,7628.0,123.0
7199,6802085793557941506,2020-03-09 06:06:56,796.6911523843,11,,277400,8413,57,0,778,5,2025.5,311.0,1234.0
7241,6798832145201679621,2020-02-29 11:41:07,812.5934309954,10,She Gon Go,838400,25500,1921,24,28000,54,4121.5,162.0,538.0
7267,6798447670894628102,2020-02-28 10:49:18,527.0456698495,10,,2200000,376300,4784,70,63700,20,66300.0,7177.0,146.0
7309,6805608558588103941,2020-03-18 17:57:03,760.8528197338,15,,895700,9754,39300,3682,395700,55,561250.0,42650.0,840.0
7315,6797884285601762566,2020-02-26 22:23:01,397.3579948495,14,,1300000,153100,3335,19,28400,17,4840.0,313.0,733.0
7330,6804105631771938053,2020-03-14 16:44:55,424.8690512153,5,,6100000,786500,811400,41700,23200000,6649,2450000.0,380700.0,1098.0
7349,6804643156873710849,2020-03-16 03:30:48,761.8157298264,14,,519,59,6,0,83,0,53.0,8.0,438.0
7371,6829884181762297090,2020-05-23 03:58:54,734.5719265856,14,,4300000,281500,4292,91,59000,49,2975.5,439.0,1676.0
7385,6815441989257940225,2020-04-14 05:55:48,392.4069646181,14,,75100000,6100000,2300000,3234,18300000,5120,4877.0,475.0,1112.0
7392,6798920758144814338,2020-02-29 17:25:01,812.196589456,14,Skechers,471400,25000,77,1,1561,3,3008.0,276.0,575.0
7432,6801732174836993281,2020-03-08 07:14:43,430.9859344444,9,,404000000,14700000,137200,1757,1900000,638,3764.0,266.0,342.0
7496,6799616338424892678,2020-03-02 14:24:13,396.8842830903,15,Seve,90100000,6600000,2327,39,33800,32,7719.0,813.0,1341.0
7556,6827418515180408070,2020-05-16 12:30:51,700.3850348032,15,Supalonely (feat. Gus Dapperton),277800,7956,574,5,9882,4,2766.0,185.0,510.0
7580,6824473259807952134,2020-05-08 14:01:42,750.3350280556,33,Boss Bitch,13700,320,102,1,657,3,1000000.0,157700.0,1855.0
7587,6806024442158779392,2020-03-19 20:50:53,204.2802143287,5,,1100000000,40600000,1600000,4555,9500000,96300,574850.0,25725.0,1399.0
7591,6800756453687725056,2020-03-05 16:08:25,218.4338633565,11,,115500000,5800000,618400,3453,5300000,1374,85500.0,8350.0,975.0
7646,6819675172723903749,2020-04-25 15:42:41,754.1184918171,15,Coincidance,2600000,159300,71300,667,1300000,513,28400.0,2090.0,339.0
7676,6806346448960015621,2020-03-20 17:40:26,782.6076079398,15,Like That,24100,2421,43,1,1278,2,603.0,43.0,694.0
7692,6804547336589659136,2020-03-15 21:18:57,208.8311900926,8,"Need A Freak (feat. Huncho Da Rockstar, Kblast, Number9ok)",99100000,6400000,876600,6259,5600000,4895,15200.0,923.0,318.0
7698,6806414849669664006,2020-03-20 22:05:52,864.9444782292,15,,102400000,5100000,42700,119,266400,298,519500.0,108700.0,1384.0
7742,6862861111033728261,2020-08-20 00:46:16,639.2617859954,14,Toco Toco To,686800,47700,1073,14,32100,25,497950.0,44500.0,1499.0
7754,6818209108991298821,2020-04-21 16:53:37,442.827937963,14,Bad Boy,374900,36200,159,3,4512,4,15500.0,1280.0,711.0
7829,6806785664353389829,2020-03-21 22:04:50,863.9287531829,15,,59000000,1600000,166500,339,750300,490,983500.0,159150.0,301.0
7862,6814493011666324741,2020-04-11 16:33:16,446.7472249653,14,,999700,124700,111,0,3826,1,8463.0,286.0,1130.0
7884,6813675181135957249,2020-04-09 11:39:41,773.3660915856,14,,454200,17900,27,0,378,2,2482.0,387.0,461.0
7897,6810562013350219013,2020-04-01 02:19:00,806.3470678819,10,,501,94,4,0,22,1,5323.0,96.0,551.0
7903,6801574445262572806,2020-03-07 21:02:37,805.9026517014,26,,13900000,1300000,67700,736,1000000,187,1268.0,123.5,870.0
7946,6824196110337264901,2020-05-07 20:06:13,326.4555647685,59,WANNABE,124100,16700,4263,38,37200,79,39200.0,4744.5,1065.0
7962,6815215589515087109,2020-04-13 15:17:18,437.0586549537,14,,1000000,147200,966,3,14500,13,10004.0,656.5,491.0
8009,6823750009897471233,2020-05-06 15:15:10,746.1273021296,14,"Vaathi Coming (From ""Master"")",1200000,47000,1669,4,15400,49,4930.5,424.0,190.0
8022,6806762481344630021,2020-03-21 20:34:50,814.4315456944,13,,2433,1256,59,1,422,3,525.0,172.0,608.0
8084,6809275132314537221,2020-03-28 15:05:14,805.1096143056,14,Pew Pew Pew,21300,2482,21,0,571,4,5077.5,276.0,435.0
8139,6810821177091673345,2020-04-01 19:04:45,406.4928557407,15,,404000000,14700000,153300,550,1200000,2125,1649.5,102.5,369.0
8346,6834351203355282694,2020-06-04 04:53:12,737.5528548958,15,Savage,27300,9479,52,1,1196,2,8439.0,593.0,151.0
8376,6815734971593018629,2020-04-15 00:52:43,839.8543117245,9,They Call Me Tiago (Her Name Is Margo),514900000,12600000,526700,1482,4000000,1601,352900.0,38300.0,1261.0
8394,6809902112072387841,2020-03-30 07:38:13,456.0751291204,14,,5021,637,2,0,7,0,43.0,4.5,1229.0
8433,6815340928723668229,2020-04-13 23:23:37,788.9213513079,20,Roses - Imanbek Remix,17100000,2300000,20700,235,383100,139,8259.0,857.0,428.0
8479,6811261631549410565,2020-04-02 23:33:51,776.5250522222,11,,490700,63600,1852,29,30000,23,8393.5,398.5,1267.0
8510,6820019850002337030,2020-04-26 14:00:14,756.0685915856,15,,940400,246300,21200,108,227300,134,13600.0,1157.0,69.0
8533,6819608512516181249,2020-04-25 11:24:02,456.0043159838,14,,17100,477,216,0,654,9,4190.0,612.0,589.0
8566,6878481552334982144,2020-10-01 03:01:30,2.4117614583,15,,3100000,406300,1159,9,6599,88,836.5,223.5,1666.0
8577,6812782414444678406,2020-04-07 01:55:16,357.2118525231,11,,56200,5303,176,0,1517,11,1380.5,174.5,1458.0
8589,6826494930756635905,2020-05-14 00:46:56,364.2515945718,15,,1300000,107300,200,4,6590,2,20000.0,1937.0,305.0
8604,6836476711782092038,2020-06-09 22:21:15,379.7642452315,10,16 Shots,1000000,147200,368,1,3649,4,6246.0,590.0,611.01
8614,6806666929516956933,2020-03-21 14:24:04,814.5484648032,15,BORED IN THE HOUSE,113200000,9700000,566000,2999,4500000,3962,615350.0,87900.0,118.0
8651,6810934684827143430,2020-04-02 02:25:10,771.2907496181,15,,203200,48300,2702,39,19000,35,102.5,15.5,79.0
8697,6810970565487234310,2020-04-02 04:44:25,777.6677785301,10,,792000,173500,9237,357,187000,56,44300.0,9237.0,519.0
8725,6815621258215001350,2020-04-14 17:31:25,467.9360593981,11,,34700000,2700000,195700,2938,2100000,2151,65250.0,4677.0,335.0
8869,6829624320336219398,2020-05-22 11:10:30,432.8863464815,15,,576600,27100,626,6,5771,7,28700.0,2196.0,38.0
8894,6819995572506823942,2020-04-26 12:26:02,437.9592347801,14,Level Up,52800,3057,25,0,66,1,14360.0,888.5,262.01
8912,6819715494132714757,2020-04-25 18:19:09,455.6372981829,14,,202,19,7,1,179,1,2211.5,149.5,37.0
8958,6808822541554175237,2020-03-27 09:48:59,858.1925316667,17,,256300000,2800000,26800,48,82000,318,327100.0,42600.0,226.0
9024,6807627706285460737,2020-03-24 04:32:26,201.4119130556,21,,3640,1540,31,0,42,0,67.5,31.5,856.0
9029,6808212914130914566,2020-03-25 18:23:16,369.5270578241,28,,1400000,70900,4336,59,25400,31,11689.5,2045.5,1763.0
9046,6812190027712449798,2020-04-05 11:36:32,450.0577425579,8,Come Around Me,2383,709,32,0,155,0,1582.5,171.0,811.0
9070,6820885523293310213,2020-04-28 21:59:29,782.7233307986,15,Magic In The Hamptons,156300,15000,260,0,2065,6,23000.0,2322.5,387.0
9084,6811397250611203329,2020-04-03 08:20:08,477.2078771412,14,Hit It,3129,345,12,0,674,0,651.5,71.0,495.0
9102,6814168568557636608,2020-04-10 19:34:15,182.4624189815,15,Captain Hook,15200000,1800000,225700,2598,1900000,1438,158050.0,15220.0,718.0
9123,6830618758193663238,2020-05-25 03:29:26,719.481415625,15,,447000,26800,1405,2,50600,19,745.0,43.0,39.0
9129,6823404455002737922,2020-05-05 16:54:15,746.2177819907,14,,471400,25000,67,0,1147,0,1130.0,83.0,1129.0
9133,6812623023049346306,2020-04-06 15:36:47,761.8456942245,14,,165600,26700,300,0,1572,4,3077.0,858.0,1328.01
9140,6816102067061460230,2020-04-16 00:37:14,465.4784195949,14,,355100,73200,1580,18,32400,42,782.0,33.0,655.0
9196,6818910433416645893,2020-04-23 14:15:06,461.2199984144,15,,6500000,262200,7974,117,99700,62,15400.0,1194.5,261.0
9228,6815285355965713669,2020-04-13 19:47:58,450.5318253588,34,,921,231,24,0,300,0,1566.0,91.0,239.0
9244,6815520466086743298,2020-04-14 11:00:19,732.9239711227,15,,2700000,61800,139,0,1903,1,577.5,59.5,905.0
9269,6828929540493053190,2020-05-20 14:14:24,696.4148507292,14,,237,62,9,0,88,0,105.0,13.0,545.0
9274,6811604801927859200,2020-04-03 21:45:33,188.84678357640001,13,Toosie Slide,4200000,260700,7207,269,54300,34,52800.0,6948.5,374.0
9371,6821303547531955462,2020-04-30 01:01:36,745.0413598495,15,,321300,18400,462,4,3772,29,174086.0,16747.0,837.0
9373,6812336297596767494,2020-04-05 21:04:07,204.4936895602,9,,19800000,1500000,458200,1349,3200000,4387,394500.0,18300.0,1361.0
9391,6823266695528910085,2020-05-05 07:59:42,774.1556983912,15,,84300,37400,587,3,1949,6,760.0,55.0,532.0
9399,6823053088555863302,2020-05-04 18:10:44,373.5277073032,11,,622,91,45,1,1689,0,4076.0,258.0,187.0
9406,6812884897443663110,2020-04-07 08:33:00,772.5089933218,9,,792000,173500,8171,296,177700,138,9910.0,312.0,1221.0
9552,6817569104900148485,2020-04-19 23:30:04,463.3448460648,14,,3500000,99900,129,6,1481,3,1349.0,110.0,26.0
9826,6879323591586893057,2020-10-03 09:29:01,586.9021294676,15,Jerusalema (feat. Nomcebo Zikode) [Edit],1600000,127300,11200,487,215000,356,46600.0,2104.0,500.0
9842,6812970151441435905,2020-04-07 14:03:49,777.0091294329,14,"Cham Cham (From ""Baaghi"" )",61200,5212,80,0,503,1,18800.0,2124.0,944.01
9860,6813082053664427269,2020-04-07 21:18:01,794.9384412384,15,,6236,1637,24,0,543,2,3183.0,127.0,539.0
9909,6825553487863041286,2020-05-11 11:53:33,813.4152426273,8,,219800000,1700000,235600,235,1000000,1025,820150.0,137650.0,645.0
9946,6818608785892838661,2020-04-22 18:44:34,427.9147197685,10,,1000000,147200,1142,8,13600,14,27100.0,1796.0,408.0
9955,6836988944865872896,2020-06-11 07:28:59,119.3233840046,12,,765,58,15,0,102,0,136.0,22.0,1248.01
9965,6818612435688131845,2020-04-22 18:58:44,458.7134890394,8,Let's Do It Again,13400,1036,128,1,3248,0,78700.0,7805.0,906.0
10606,6821415403957357826,2020-04-30 08:15:42,717.6365928935,14,Laxed,7999,373,28,0,244,0,3087.0,234.0,5.0
10965,6818591232764235013,2020-04-22 17:36:26,751.844676331,15,,34700,5196,132,3,2573,10,2498.0,147.0,1433.0
10992,6820898245494017286,2020-04-28 22:48:50,752.9874580556,13,,110100,1549,24,0,1164,2,1498.0,153.0,300.0
11003,6821874517397359873,2020-05-01 13:57:17,714.1748729282,9,I'm Just a Kid,4700000,935900,116400,100,1300000,251,428500.0,78700.0,681.0
11016,6818734772634881024,2020-04-23 02:53:29,169.1192158912,12,,102500,19500,58,1,280,0,280.0,64.0,1484.0
11048,6818574495419256066,2020-04-22 16:31:32,725.3560129167,15,,2824,186,27,0,151,0,801.0,49.0,312.0
11072,6829767230683712774,2020-05-22 20:25:01,722.1155746296,15,Check on It (Reggaeton Remix),84700,9395,754,6,10600,18,3167.5,275.5,1117.0
11076,6817952114627726598,2020-04-21 00:16:22,387.2689780671,14,,16800,1394,4272,32,65800,135,9538.5,794.0,1028.0
11087,6824825718225095941,2020-05-09 12:49:26,743.2948854514,10,,1100000,121900,16300,100,182900,192,89700.0,10149.5,1404.0
11108,6905274741200882950,2020-12-12 07:53:55,491.6084009722,40,SOLO,8252,484,7305,98,27100,157,13950.0,1632.0,991.01
11127,6853432766185458946,2020-07-25 14:59:43,630.3728559722,10,,1691,445,460,159,31600,0,12608.5,444.0,663.0
