,id,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend
11134,6820173271200189702,2020-04-26 23:55:35,743.6068327199,29,,997,122,62,6,1873,2,3215.0,187.0,1751.0
11160,6829529906251123973,2020-05-22 05:04:06,356.3388194444,15,,2500000,37500,68,0,561,3,7188.0,677.0,550.0
11242,6838859684674325504,2020-06-16 08:28:25,108.3577166898,14,Party Girl,10600,3496,105,0,148,0,971800.0,139500.0,795.0
11264,6860744365229362176,2020-08-14 07:52:17,50.5684420949,14,Boy With Luv,347,455,19,0,56,3,7901.0,1809.5,1338.01
11274,6819859024931032326,2020-04-26 03:36:09,744.6697992245,20,,7300000,98100,2086,5,14000,23,12900.0,1454.5,1718.0
11337,6833419789856197893,2020-06-01 16:38:50,748.7288300116,13,Coño (feat. Jhorrmountain x Adje),120300,30700,7236,53,202800,98,5315.0,469.0,313.0
11426,6818735717821304069,2020-04-23 02:57:09,171.4845852546,15,,46700000,1600000,17400,126,154800,98,15302.0,1021.5,1602.0
11432,6817173572042247430,2020-04-18 21:55:12,783.8531968634,14,Genging,58900,14700,3576,56,32000,45,24350.0,2357.5,392.0
11524,6849663831350742278,2020-07-15 11:14:02,639.9015106944,13,,6336,1688,591,12,21100,10,1424.0,100.0,225.0
11545,6842455375443234049,2020-06-26 01:01:37,687.9636094444,15,,108900,16600,45,0,257,3,766.0,72.0,1477.0
11579,6823795170245414150,2020-05-06 18:10:22,745.5865626968,10,,706300,94700,2007,32,56500,13,3213.0,219.0,202.0
11651,6828542773721828609,2020-05-19 13:13:32,753.3520125579,15,Karabuu,52600,2908,267,0,2023,13,7469.5,783.0,693.0
11676,6823934735799078146,2020-05-07 03:12:00,413.5624845718,15,,26100,7094,91,0,309,11,2636.5,274.0,427.0
11689,6817870851577269510,2020-04-20 19:01:04,385.861640544,15,Blow Your Mind (Mwahchallenge),111700000,2800000,2200000,32200,11500000,24400,435400.0,41200.0,0.0
11700,6818501453569723650,2020-04-22 11:48:05,724.2589103356,10,,8849,508,104,0,975,0,588.5,113.5,616.0
11717,6839101818492980485,2020-06-17 00:08:02,696.0426032755,24,,1800000,77600,2495,7,43300,24,6855.5,353.0,742.0
11745,6839696891328990465,2020-06-18 14:37:13,668.1309310185,14,,9500000,1600000,76100,1429,733800,413,10077.5,1094.5,561.0
11756,6832917100902780162,2020-05-31 08:08:10,707.1893731366,15,,112400,12000,507,0,2040,27,17600.0,2261.0,699.01
11767,6828463611711655170,2020-05-19 08:06:20,432.0628653125,12,,148,428,13,2,121,1,608.0,136.0,1009.0
11794,6832726802222435590,2020-05-30 19:49:41,730.4353511806,15,Kontrol,28000,10600,53,0,632,2,21600.0,2110.0,685.0
11805,6824218404916890886,2020-05-07 21:32:46,748.5738225347,15,,54300,1365,62,0,315,0,6432.0,588.5,499.0
11818,6822609517268733190,2020-05-03 13:29:26,334.9223270718,15,,90100000,6600000,92700,2737,537400,1072,10835.0,743.5,1118.0
11843,6822323165264432128,2020-05-02 18:58:15,160.5280507407,10,,12900000,1300000,61700,446,561000,354,561000.0,61700.0,1488.0
11855,6867822296787193090,2020-09-02 09:38:13,619.8396566319,12,,22400,3072,253,1,1227,14,1635450.0,196900.0,220.0
11859,6822322822845697286,2020-05-02 18:56:55,749.4147054514,30,ROCKSTAR,1600000,8801,106,4,4350,8,3221.5,147.5,1603.0
11885,6820924371134057734,2020-04-29 00:30:14,434.3852152315,19,Play Date,1800000,120000,28400,991,101500,251,42900.0,3583.0,1102.0
11915,6822979089838755074,2020-05-04 13:23:36,732.3209572106,10,,1600000,137500,8940,40,97500,158,4552.0,755.0,814.0
11959,6824633573283237126,2020-05-09 00:23:50,815.6329753356,12,,1300000000,21500000,1500000,18700,8800000,13000,192100.0,24100.0,397.0
12006,6871959519551966208,2020-09-13 13:12:41,20.0225936806,59,IDOL,1400000,42700,529200,13100,1600000,4241,5439.0,1187.0,1684.01
12007,6820789475392720134,2020-04-28 15:46:45,335.6301362384,39,Mi Gente (Homecoming Live),21000000,2300000,841100,34700,7900000,5746,4500000.0,474100.0,1139.0
12009,6821229679014415621,2020-04-29 20:14:59,804.9842957407,11,,16500000,213200,10100,13,42100,51,12800.0,1273.5,1026.0
12081,6838105444460793090,2020-06-14 07:41:34,779.5045825347,27,Savage Remix,562700000,14400000,173400,1173,2600000,1389,265000.0,28600.0,1309.0
12086,6824175954252860678,2020-05-07 18:48:01,736.3743666782,15,,295100,18300,48,0,524,0,2306.0,238.0,1732.0
12097,6822897239984196870,2020-05-04 08:05:58,430.0126886458,14,,5149,1188,22,0,128,0,676.5,43.5,414.0
12110,6832422095033568518,2020-05-30 00:07:15,745.1306430093,21,살짝 설렜어 (Nonstop),38000,2322,248,116,2253,18,23150.0,1962.0,1211.0
12119,6822181161507245314,2020-05-02 09:47:13,422.9572927894,14,,2368,112,7,0,37,0,304.0,46.0,660.0
12155,6826846937635966213,2020-05-14 23:32:49,809.6294677778,12,,244900000,8900000,632700,907,2600000,2583,798600.0,128800.0,580.0
12260,6825715405865126912,2020-05-11 22:21:54,151.1744999306,14,,115500000,5800000,194400,275,1300000,934,3421.0,325.5,1415.0
12275,6840622522954714112,2020-06-21 02:29:08,104.4094647454,15,Hood Baby,189400,22500,39900,1030,140400,257,2876.0,102.0,159.0
12289,6823885473115606273,2020-05-07 00:01:00,709.8009804167,9,,4539,840,3,0,42,0,56.0,11.0,892.0
12571,6839563172890873094,2020-06-18 05:58:22,730.2845350463,12,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],41600,3303,201,3,1376,0,4658.0,325.0,144.0
12587,6837055419068861697,2020-06-11 11:46:58,674.3238493634,15,Relación,369200,40300,129,2,2619,6,4298.0,261.0,1308.0
12624,6832836397913607426,2020-05-31 02:55:01,708.2734019213,8,,15100000,517400,4125,4,22300,54,2321.0,137.0,1203.0
12649,6824936247656484102,2020-05-09 19:58:22,324.4554024421,11,,72400000,2200000,478200,12800,4800000,2959,173900.0,9382.0,1363.0
12674,6829817042795777024,2020-05-22 23:38:19,140.1149287384,15,Ice Me Out,572200000,26400000,2000000,46100,17900000,35100,9736.0,484.0,520.0
12691,6843284313933466886,2020-06-28 06:38:17,375.0818155903,13,Cotton Eyed Joe,3100000,118700,184,4,1885,6,1900.0,210.0,174.0
12718,6831316335927217414,2020-05-27 00:36:23,303.6466262269,10,Dream Girl,138000000,6400000,2800000,25200,19200000,15900,1951.0,235.0,730.0
12763,6825316416154045702,2020-05-10 20:33:36,729.9631226273,21,Cars That Go Boom,7300000,98100,2574,6,17100,13,483600.0,79500.0,47.0
12803,6840068666739150081,2020-06-19 14:39:54,701.4198448148,9,,9500000,723200,2266,10,119000,17,79200.0,2858.0,465.0
12823,6833912105758903553,2020-06-03 00:29:24,400.4427554861,10,Crystal Dolphin (KyleYouMadeThat Remix),18000000,1300000,47900,212,198600,281,35300.0,3362.0,1250.0
12827,6825884054009728258,2020-05-12 09:16:20,422.0768295602,13,,18000000,1300000,28700,218,133800,308,133800.0,28700.0,467.0
12829,6827211348426935558,2020-05-15 23:06:54,763.4985282407,8,Bulletproof,179100,19300,221,0,804,8,5837.5,840.0,1742.0
12833,6830835929196858368,2020-05-25 17:32:08,137.9157716667,15,,212000000,7300000,278700,2094,2000000,4676,8208.0,439.0,149.0
12873,6829257475783494913,2020-05-21 11:26:56,695.2394694907,15,,3251,759,40,2,467,0,289.0,30.0,454.0
12890,6842031132196752646,2020-06-24 21:35:15,278.3868440394,8,GOOBA,25400000,2500000,84600,2177,1300000,649,12600.0,1634.5,198.0
12990,6873618078861757697,2020-09-18 00:28:46,683.6194183102,15,Savage Love (Laxed - Siren Beat),221000000,15600000,110300,186,930900,581,8486.0,883.0,487.0
13041,6849837661545368837,2020-07-15 22:28:34,667.7869384259,15,The Boat Beat,312400,47500,1762,71,21500,17,1397.5,127.5,189.0
13049,6832459483537493249,2020-05-30 02:32:24,722.56495,15,4K,1500000,219200,1577,3,14100,15,10500.0,1015.0,1131.0
13083,6835901767033703682,2020-06-08 09:10:11,341.0677399421,15,,697900,121900,876,15,1245,28,13700.0,1089.0,1242.0
13132,6845252251741687046,2020-07-03 13:54:51,315.9076663426,15,Geek'd (feat. Lil Baby),139800,12100,38200,418,262000,163,339550.0,54050.0,82.0
13149,6941312739268676869,2021-03-19 10:38:42,97.2521271759,16,Burning Up (Fire),1000000,147200,1592,16,11900,29,11750.0,1263.5,315.01
13206,6837758975182720261,2020-06-13 09:17:07,712.179740081,14,,2919,122,24,0,78,0,182600.0,18600.0,654.0
13224,6831229470410640646,2020-05-26 18:59:15,428.5586107407,7,Spaz,30500000,1100000,25400,628,367500,73,69700.0,3079.0,413.0
13265,6829892622715243781,2020-05-23 04:31:37,355.3613773148,10,,1500000,159500,1048,1,11600,8,363000.0,42800.0,862.0
13355,6882545873927064833,2020-10-12 01:53:08,552.7106098958,15,"Boom, Boom, Boom, Boom!!",18500000,555500,30200,433,152200,123,101450.0,6414.0,273.0
13369,6840199458018381062,2020-06-19 23:07:25,773.8254821528,15,Do It,444000000,13100000,106500,198,866000,445,508600.0,53500.0,200.0
13417,6843758296403299589,2020-06-29 13:17:32,317.7313184144,14,Kolors,12000,4172,249,0,1019,14,4993.0,457.0,866.0
13429,6833100299037641990,2020-05-31 19:59:01,792.7213402778,15,Go Go Go Who's Next?,667000000,11200000,475000,3174,1800000,4339,335500.0,16400.0,6.0
13501,6864617608763755781,2020-08-24 18:22:22,261.5186547569,15,,5058,1183,39,0,1086,0,1086.0,83.0,1416.0
13518,6842075151811480837,2020-06-25 00:26:05,768.3624349653,13,,1200000000,23200000,2400000,24900,16000000,26600,701250.0,87250.0,633.0
13539,6829405744740322565,2020-05-21 21:02:18,715.5555609838,15,Lento,401100,17300,176,3,1691,18,1815.0,153.0,1257.0
13562,6833159899262799109,2020-05-31 23:50:20,724.5675469676,13,,2164,280,30,1,192,3,689250.0,103488.5,1389.0
13581,6848743138778025221,2020-07-12 23:41:16,682.6150419676,15,Rain On Me,36600,2576,64,3,753,2,2625.0,181.0,1831.0
13622,6838923906687044866,2020-06-16 12:37:38,331.0190170139,13,The Bottle Beat,14700,1683,23,0,1039,0,182950.0,26150.0,1266.0
13677,6849288389263428870,2020-07-14 10:57:08,749.0463036111,15,,6700000,109500,2284,1,17900,2,2042.0,146.0,271.0
13735,6871849462755544064,2020-09-13 06:05:38,25.9787301852,21,Kill This Love,42300,4249,94,0,374,7,2685.0,364.5,410.01
13829,6832138319804108034,2020-05-29 05:46:07,687.2208349421,8,,24000,1796,192,0,1608,4,789.5,102.0,87.0
13920,6842940301099731968,2020-06-27 08:23:17,98.1676676968,15,,16700000,2200000,207000,1664,1300000,461,2504.0,597.0,421.0
13968,6848012637343583494,2020-07-11 00:26:32,680.5763720139,14,,1059,215,4,0,30,0,1576.0,184.0,320.0
13995,6841216362342305030,2020-06-22 16:53:31,380.7688892824,14,Mariposa,774800,17300,280,2,9607,6,10200.0,555.0,1166.0
14018,6858071982349552897,2020-08-07 03:02:09,639.4010006944,11,,123100,11600,123,0,4056,1,3321.0,233.0,985.0
14038,6834046814623288577,2020-06-03 09:12:02,740.7420110069,14,,1200000,63200,1202,3,9007,9,2472.0,314.0,639.0
14073,6859273874975067398,2020-08-10 08:46:03,348.184655625,40,,871300,44400,496,1,9472,23,49100.0,4699.0,323.0
14086,6838021089944243457,2020-06-14 02:14:16,711.304491331,11,,573300,85700,897,26,8980,30,4004.0,240.0,1321.0
14135,6840757236164349189,2020-06-21 11:11:54,369.1461432407,15,,8147,686,67,0,464,1,1475.5,68.0,554.0
14169,6835565675021438210,2020-06-07 11:25:58,395.8743119097,36,MORE & MORE #2,770600,60800,790,7,9098,7,12783.5,1374.5,1133.0
14211,6833453818244500480,2020-06-01 18:50:52,130.8802906713,9,,852700000,14200000,1600000,5388,10300000,17300,53900.0,1320.0,823.0
14222,6840456503187574022,2020-06-20 15:44:53,369.9565714815,15,,8147,686,24,0,150,2,641.0,60.0,637.0
14314,6844223623658589445,2020-06-30 19:23:13,750.6481306134,7,,2400000,13700,63,2,2365,2,18950.0,1641.5,129.0
14352,6848378781560737030,2020-07-12 00:07:21,307.4847689005,38,MORE & MORE,1900000,53500,2065,7,5650,117,12850.0,1897.5,1408.0
14364,6844159812570287104,2020-06-30 15:15:43,94.9193205787,13,,75800,24000,69,0,618,0,743.0,74.0,702.0
14379,6843124394395438080,2020-06-27 20:17:39,104.8200244676,13,Bitch From Da Souf,852700000,14200000,1000000,7397,5500000,16200,2800000.0,485800.0,784.0
14394,6898201186139213061,2020-11-23 06:24:52,510.5776967245,16,Fergalicious,42700,15100,3929,293,20500,52,81300.0,6208.0,798.0
14418,6840172690674912256,2020-06-19 21:23:33,110.6374481366,58,,5200000,448100,599,14,39900,40,266.0,27.0,180.0
14431,6841543414509489414,2020-06-23 14:02:39,722.7538445486,14,,73500,7130,1554,50,20700,265,20700.0,1554.0,592.0
14436,6838529301109886213,2020-06-15 11:06:22,387.8956466088,19,Stunnin' (feat. Harm Franklin),3100000,118700,44,0,798,0,4764.0,1170.0,1306.0
14473,6839345489297673473,2020-06-17 15:53:36,703.7711453356,15,,1000000,36300,36,0,641,6,5254.5,337.0,93.0
14483,6835976065186417921,2020-06-08 13:58:31,704.7392412269,15,Do You?,136200000,4100000,43300,160,462900,200,14300.0,1126.0,736.01
14493,6837530111332322565,2020-06-12 18:28:59,406.8027730093,13,,60900000,2800000,46600,766,528700,395,7394.5,712.5,179.0
14512,6838927783180176641,2020-06-16 12:52:40,287.7258596759,14,,118500,13600,246,0,599,4,2602.0,373.0,424.0
14537,6852794791642664198,2020-07-23 21:43:45,696.5618653472,8,,22600,5123,124,0,1213,5,7130.0,768.5,1214.0
14551,6840588535486024704,2020-06-21 00:17:15,112.2520695139,8,Then Leave (feat. Queendom Come),280900000,8100000,708200,2875,4000000,2449,4000000.0,708200.0,1246.0
14557,6837717297876995329,2020-06-13 06:35:23,334.0073881829,16,,44900,2503,70,0,1548,4,1197.0,109.5,167.0
14581,6854317286862425350,2020-07-28 00:11:49,376.4853717361,8,,171700,41300,36300,573,977200,1308,206000.0,14800.0,221.0
14639,6836204952940006657,2020-06-09 04:46:42,127.1378912384,15,,29500000,1500000,704900,21100,11100000,1349,65000.0,9460.0,88.0
14649,6837542663864978432,2020-06-12 19:17:41,119.5466932523,8,,0,48000000,2300000,17600,14700000,17900,17951.0,1930.0,577.0
14670,6843156952818715648,2020-06-27 22:24:35,102.6035191204,34,,3388,1487,32,0,39,0,39.0,32.0,824.0
14710,6841308728155786501,2020-06-22 22:51:57,280.3335801505,11,,308000,83400,132400,3561,1600000,511,837.0,67.0,133.0
14830,6843815468592155909,2020-06-29 16:59:22,655.4390145255,10,You,1900000000,28900000,5018,8,36200,215,190700.0,14800.0,97.0
14853,6837164950612397056,2020-06-11 18:51:58,120.8530410532,15,,240600000,8400000,862100,3848,5900000,6492,5900000.0,862100.0,980.0
14889,6841918873839799553,2020-06-24 14:19:38,723.7553770949,8,,273700,16300,393,0,5683,2,6877.5,949.0,482.0
14905,6843914486039022854,2020-06-29 23:23:38,315.685618287,15,,1100000,60900,23700,222,237800,413,198050.0,27800.0,1274.0
14925,6844860617182956805,2020-07-02 12:35:07,761.0654417014,22,Mr. Blue Sky,165800000,2200000,217100,587,1000000,625,940400.0,139150.0,1686.0
14930,6843297452221631746,2020-06-28 07:29:13,692.8600280671,28,,7949,2209,20,0,283,0,283.0,48.0,1540.0
14940,6872603393509051392,2020-09-15 06:52:12,24.8266211574,15,,30500000,2800000,9280,231,330500,95,75000.0,1989.0,1212.0
14986,6855333763774188805,2020-07-30 17:56:15,662.8277940741,10,Better,182000,27400,95,0,969,1,1736.0,163.0,304.0
15001,6843101076258868486,2020-06-27 18:47:10,657.558021169,8,,228,7,4,0,38,0,9522.5,737.5,586.0
15019,6850595033712725254,2020-07-17 23:27:34,372.5260344676,14,,692700,53000,7138,106,158000,282,2081.0,102.5,1474.0
15031,6862442262769487110,2020-08-18 21:40:54,265.7562213542,15,,32500000,1100000,14100,264,202200,263,6806.5,313.0,1063.0
15041,6840592856948804869,2020-06-21 00:34:01,328.429525,13,神메뉴,1100000,91100,3607,11,12600,295,17100.0,3440.0,479.0
15072,6840383315887820034,2020-06-20 11:00:53,723.8000044907,15,,11000000,919300,1743,33,13400,39,6988.5,899.5,417.0
15080,6839953457034661121,2020-06-19 07:12:49,727.0555402894,11,,605900,337400,198,0,1287,1,2198.0,267.0,1290.0
15104,6852319690006514950,2020-07-22 15:00:06,677.0421052662,14,Wet (She Got That…) [Slowed & Reverbed],2715,1170,9,0,54,1,1257.5,119.0,267.0
15117,6839974928603696385,2020-06-19 08:36:08,384.1047462269,15,,18000000,1300000,32800,67,160600,264,160600.0,32800.0,1555.0
15132,6843599213721324544,2020-06-29 03:00:13,103.5212693519,7,Tadow,212000000,7300000,490800,2733,2700000,12000,17261.0,1394.0,703.0
15150,6846850319280868613,2020-07-07 21:16:10,710.5864698264,15,Throw That Smile This Way,167400,4590,467,5,4388,24,5493.0,422.0,15.0
15157,6843414913378012417,2020-06-28 15:05:02,366.2734270602,15,,1671,118,4,0,80,0,343.0,26.0,196.0
15179,6841112224489082114,2020-06-22 10:09:25,663.5552552199,17,,32500,1848,16,0,137,0,94.0,9.0,380.0
15199,6870952403118738690,2020-09-10 20:04:37,246.6024395486,31,神메뉴 #2,640600,66900,14400,142,49400,277,35200.0,11129.5,1551.0
15236,6845776007610289413,2020-07-04 23:47:16,314.4575221296,15,TKN,4900000,550500,136600,4057,1400000,1420,80600.0,7205.0,157.0
15294,6874661121748454662,2020-09-20 19:56:34,573.1908073958,15,Muffins In The Freezer,1376,2485,116,0,760,0,532.0,94.0,969.0
15303,6843637320294485249,2020-06-29 05:28:05,656.0709684375,15,,818,100,2,0,7,0,9.0,3.0,280.0
15310,6841124112534867205,2020-06-22 10:55:34,683.8550229282,15,,2111,652,24,3,295,0,229.0,42.5,1683.0
15318,6845791645196193026,2020-07-05 00:48:09,368.3144358912,14,,4200000,610300,3112,17,74100,20,17642.5,1563.5,994.0
15329,6862353732332440837,2020-08-18 15:57:22,633.9093985648,8,Hatchback,3800000,81300,721,18,6693,5,30800.0,8524.0,1590.0
15339,6843647612634008833,2020-06-29 06:08:01,274.0376481019,15,Left & Right,17100000,431900,4531,28,58800,102,26050.0,4164.0,406.0
15358,6841757492037340421,2020-06-24 03:53:24,686.3345754398,15,,890100,59800,2870,53,25600,146,57000.0,2855.5,565.0
15383,6866399071603674370,2020-08-29 13:35:19,257.7009233102,12,,2206,214,4,0,69,0,5858.0,316.0,1023.0
15385,6844681587246861570,2020-07-02 01:00:36,689.1298543056,23,,7949,2209,16,0,129,0,47300.0,4302.5,1427.0
15439,6843794102593604865,2020-06-29 15:36:29,273.6415631713,30,How You Like That,1484,142,203,0,949,11,14550.0,1271.5,35.0
15647,6858840042916285697,2020-08-09 04:42:32,615.0717578241,14,,36500,879,98,0,215,23,782.5,116.0,164.0
15679,6844475744781929472,2020-07-01 11:41:39,94.0357107755,15,,83500,15900,68,0,701,6,2458.0,441.0,960.0
15742,6858668165778525446,2020-08-08 17:35:29,648.7758221296,12,Tap In,156300,15000,236,1,1606,4,25400.0,1157.0,707.0
15775,6847186742580088070,2020-07-08 19:01:37,754.7512328704,15,Smile,1100000000,17700000,390100,794,2100000,799,828200.0,159000.0,1072.0
15813,6846855243301539077,2020-07-07 21:35:15,675.9673390162,15,Crisis,5766,107,15,0,122,0,147550.0,19100.0,395.0
15832,6854916229300374790,2020-07-29 14:56:01,648.7419735995,11,,1700000,217800,251,3,4110,2,3069.5,329.0,1163.0
15841,6868190946937342976,2020-09-03 09:28:44,30.1647252778,14,It Won't Stop (feat. Chris Brown) - DWYR Radio Edit,1400000,257300,6669,165,82700,72,1446.0,61.0,1332.0
15858,6854076552913767681,2020-07-27 08:37:42,626.9909708449,15,,106900,21300,95200,65200,686500,5448,396700.0,27100.0,274.0
15875,6852439668655475974,2020-07-22 22:45:41,295.3187242361,15,,672,67,12,0,84,0,1372.0,106.0,36.0
15899,6858848469830929670,2020-08-09 05:15:17,279.2641591667,13,Girls in the Hood,193200,5736,16800,4299,68300,205,409600.0,73500.0,1654.0
15901,6846223142411602944,2020-07-06 04:42:28,89.319952419,7,,15800000,1700000,444200,8730,3100000,1433,399200.0,67000.0,1104.0
15936,6852325696434343170,2020-07-22 15:23:31,250.651884213,26,마리아 (Maria),121100,13700,8171,65,113400,84,3280.0,411.0,359.0
15971,6856651550857710854,2020-08-03 07:10:12,281.3580150116,11,,5100000,147900,6743,676,91600,155,148700.0,15050.0,366.0
15993,6883546121503837445,2020-10-14 18:35:20,550.060189213,23,Desce Pro Play (PA PA PA),694900,17600,242,2,1507,12,31000.0,3293.5,493.0
15998,6850296867436121349,2020-07-17 04:10:33,347.2846206366,9,,4715,624,8,0,220,0,514.0,37.5,1142.0
16013,6870724657012575490,2020-09-10 05:20:52,247.2544213426,16,,1200000,94500,174,0,2499,14,2442.0,172.5,1151.0
16018,6846963308973542657,2020-07-08 04:34:42,650.1184593519,17,,3089,342,23,0,85,0,19900.0,612.0,1491.0
16028,6848942870666349830,2020-07-13 12:36:20,700.5778796875,15,Rags2Riches (feat. ATR Son Son),536300,13300,119,0,669,1,5979.5,658.0,231.0
16068,6846584829262204161,2020-07-07 04:06:00,648.7197401042,12,,24900,5406,5,0,64,0,115.5,10.5,136.0
16154,6853190825346731269,2020-07-24 23:20:34,666.0490948727,15,Coño,2000000,166100,2744,14,29800,49,1861.5,210.5,950.0
16165,6855039948056284421,2020-07-29 22:56:06,89.4146603819,15,,59000000,3600000,247900,2289,1300000,2152,130600.0,24600.0,1187.0
16178,6859243969067388165,2020-08-10 06:50:02,679.1903462616,15,,18000000,836600,34700,900,231300,720,196400.0,18800.0,737.0
16199,6847680831775984902,2020-07-10 02:58:58,307.1599047569,15,,20500000,965200,413,9,5140,9,12050.0,1420.0,477.0
16230,6849726708715752710,2020-07-15 15:18:01,662.6800403009,15,,89800,2294,315,3,4500,4,11000.0,1061.0,1182.0
16243,6854180633250483461,2020-07-27 15:21:31,630.2149891551,15,Better When I'm Dancin',4250,1611,152,0,1111,1,3358.0,234.5,1066.0
16259,6852081527354821894,2020-07-21 23:35:55,81.624330625,9,Famous (I'm the One),46700000,1600000,100400,532,459300,742,7837.0,837.5,211.0
16301,6852713055873240326,2020-07-23 16:26:34,696.7371036227,10,,120300,30700,1608,6,19000,34,9398.0,1166.0,53.0
16355,6848127393085885697,2020-07-11 07:51:55,306.231479294,15,,1676,351,4,0,37,0,1445.0,141.0,350.0
16415,6849399651280489472,2020-07-14 18:08:52,87.35671375,10,,30600000,2800000,32100,402,202300,339,359400.0,50400.0,583.0
16440,6858721164034968838,2020-08-08 21:01:09,651.8952847222,11,,438500,15900,925,0,2876,10,2205.0,217.0,562.0
16446,6849359219204869378,2020-07-14 15:32:05,669.485110081,15,,21800,11900,189,1,2430,3,1183.0,136.0,80.0
16465,6873857137290857730,2020-09-18 15:56:24,283.0418900231,13,Scooby Doo Pa Pa,789300,77200,521,2,5718,12,4785.0,351.0,1412.0
16469,6849154006913141760,2020-07-14 02:15:46,81.7097247454,14,,7100000,980100,167800,2440,801900,782,767600.0,131300.0,673.0
16517,6852459521567247621,2020-07-23 00:02:44,631.7210437269,11,,67000,24700,852,18,23600,17,4287.5,318.0,109.0
16652,6864357941403864326,2020-08-24 01:34:48,642.877612338,11,,465700,82900,343,7,4071,43,1182.0,76.0,68.0
16754,6848410680425565446,2020-07-12 02:11:08,303.5660336343,12,,51600000,2400000,132000,1365,1100000,206,385.0,48.0,222.0
16778,6861051976415808774,2020-08-15 03:45:57,231.327523831,11,,90100000,6600000,336900,2509,2500000,1525,14528.5,1858.5,648.0
16781,6848850402272709632,2020-07-13 06:37:35,82.5595420139,14,,7100000,980100,184800,4687,1100000,966,23200.0,6046.0,1237.0
16799,6853153274485394693,2020-07-24 20:54:50,290.7826359144,24,"Agua (Music from ""Sponge on the Run"" Movie)",217900000,11300000,1200000,7195,11600000,2324,1761.0,271.0,617.0
16816,6856647969446349824,2020-08-03 06:56:13,68.0915680556,15,,241000000,5500000,88500,125,436000,912,436000.0,87600.0,6.837446677348027e+180
16820,6849983249008151809,2020-07-16 07:53:36,348.5730335417,25,,1671,118,5,0,58,0,63.0,8.5,1406.0
16824,6849316268319853568,2020-07-14 12:45:18,85.9973439699,14,Marry Me (feat. Toya Wright),5200000,448100,989,15,40400,23,20209.5,497.0,1604.0
16827,6851802662636243968,2020-07-21 05:33:50,74.2853413079,15,,16700000,2200000,180100,2044,1100000,428,563600.0,91331.0,1430.0
16830,6862928950247640326,2020-08-20 05:09:39,646.8248807292,15,,103900,21600,1116,11,36300,11,1034.0,138.0,284.01
16843,6861158998364720128,2020-08-15 10:41:14,49.1183548727,14,,531200,112300,684,10,3624,112,784.0,237.0,647.0
16854,6856439554488945926,2020-08-02 17:27:20,684.7647750116,11,,17000,1357,14,0,120,0,1042.5,250.0,308.0
16859,6854722400752356614,2020-07-29 02:23:53,627.964691713,34,Park Girl,1333,164,0,0,17,0,50.0,7.0,208.0
16864,6850594443343465472,2020-07-17 23:25:16,77.8011241088,14,24,27400000,722200,99800,739,650800,234,40200.0,2765.0,918.01
16879,6850730267263438086,2020-07-18 08:12:23,637.2837689236,9,,1534,322,6,0,48,0,31.0,4.0,942.0
16890,6851853330637917184,2020-07-21 08:50:27,74.4672734954,15,,3100000,346200,9590,22,56800,66,44150.0,8190.0,778.0
16922,6864859678883450114,2020-08-25 10:01:46,707.3898788426,9,,180200000,8800000,149800,2721,1700000,2303,1100000.0,133800.0,1083.0
16932,6854892852787416325,2020-07-29 13:25:18,686.8300898958,12,,18600000,1700000,33300,232,398400,227,456.0,40.0,709.0
16979,6854255399214796038,2020-07-27 20:11:38,649.7809041551,15,Mega Francesita (Remix),95400,6495,111,8,1179,7,2026.0,152.0,889.01
16995,6851327766357396742,2020-07-19 22:50:57,743.5579131597,15,,1800000000,25600000,2700000,16600,13400000,33300,7200000.0,1500000.0,644.0
17002,6856445080547429638,2020-08-02 17:48:46,85.6486675,9,,2500000,24900,465100,14800,1900000,7253,85800.0,4836.0,572.0
17018,6852673261675842822,2020-07-23 13:52:09,292.0802018287,15,Gimme! Gimme! Gimme! (A Man After Midnight),27700000,956400,815600,9997,4000000,4182,11400.0,1741.0,1198.0
17038,6860038538289761537,2020-08-12 10:13:18,720.2012324653,9,,186400000,10500000,27100,1031,303300,0,466000.0,43900.0,1473.0
17064,6855412616039369728,2020-07-30 23:02:15,64.568492963,15,,1324,4250,38,1,320,0,8139.0,292.0,882.0
17069,6853120893162507264,2020-07-24 18:49:11,70.7504739352,15,,945700000,22600000,2500000,21300,18100000,34100,10158.0,712.0,1161.0
17110,6857974053584571654,2020-08-06 20:41:59,277.797135706,14,The Dice Beat Pt. 1,32500000,1100000,23900,386,237600,616,95600.0,3567.0,573.0
17113,6853595692116561154,2020-07-26 01:31:46,338.3013552894,14,,2368,112,2,0,22,0,2503.0,119.0,1101.0
17125,6866265355363290112,2020-08-29 04:56:38,35.30714,10,M to the B,13000000,617500,7200000,25100,49400000,32900,62700.0,9879.0,1577.0
17137,6865019518327049216,2020-08-25 20:21:59,45.6960541088,13,Shake It,5700000,1300000,44500,755,313200,539,2606.0,78.0,243.0
17158,6865840862765567237,2020-08-28 01:29:18,704.5580274653,10,,37100000,1300000,106300,332,890600,315,573900.0,91200.0,57.0
17186,6865055674729008386,2020-08-25 22:42:23,262.5355417708,25,"DESSERT (feat. Loopy, SOYEON ((G)I-DLE))",42200,3075,28400,187,80900,162,32400.0,1458.0,953.0
