,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend,id,novel,entertaining,learn,skill,recognise,repetition,comment,delete,not_sure,novel_1,entertaining_1,learn_1,skill_1,recognise_1,repetition_1,comment_1,creativity,complexity,memorability,creativity_1,complexity_1,memorability_1
23852,2020-10-23 21:16:20,5.958.692.287.731,6,Blow Your Mind (Mwahchallenge),2000000,99700,3060,18,29400,46,47400.0,3325.0,0.01,6886927397938023685,4,1,2,1,2,0,,,,2,3,2,2,2,0,,5,3,2,5,4,2
23863,2020-10-26 07:59:56,6.454.492.022.106,17,FENDI,39900000,1600000,77600,245,670500,577,464200.0,44400.0,992.0,6887835590692195586,2,3,3,3,3,1,,,,3,2,4,3,2,0,,5,6,4,6,7,2
23933,2020-11-11 07:10:07,1.829.816.516.782,53,I CAN'T STOP ME,168200,5369,3754,19,28700,134,20600.0,3358.0,293.0,6893760111890730242,3,3,4,5,1,1,another person in background,,1,5,4,5,5,4,0,,6,9,2,9,10,4
24084,2020-11-03 06:26:00,5.853.427.497.685,54,5시 53분의 하늘에서 발견한 너와 나,97300,2707,834,25,8655,33,2843.0,517.0,"6,89E+195",6890780061083979009,3,3,5,4,2,1,,,,4,4,5,5,3,0,more than 1,6,9,3,9,10,3
24153,2021-02-18 11:51:19,4.496.156.518.519,15,,693100,105500,389,1,4593,51,2094.0,171.0,245.0,6930569920212258053,3,2,2,3,4,1,,,,2,3,3,3,4,1,,5,5,5,6,6,5
24266,2020-11-09 18:47:41,2.346.666.688.426,15,Adderall (Corvette Corvette),2100000,69300,210,0,969,7,1470.0,158.0,346.0,6893197516917984517,3,2,3,3,2,0,,,,3,3,3,4,2,0,,5,6,2,6,7,2
24501,2020-12-10 10:50:10,2.100.140.357.407,10,Shower,488,1011,6,0,17,0,2092.5,230.5,349.0,6904578295501786369,2,1,3,2,1,1,minimal repetition (1),,,3,3,3,2,2,0,,3,5,2,6,5,2
24533,2020-11-21 03:37:27,5.675.902.240.394,12,Oh No,174900,11000,61,0,2373,5,7071.0,268.0,534.0,6897416157704359169,4,2,3,3,3,1,,,,2,3,2,2,3,1,more than 1,6,6,4,5,4,4
24571,2020-11-27 22:25:25,1.663.540.093.866,14,,51200,3528,82,4,488,11,1958.0,82.0,323.01,6899933205026114821,2,3,2,3,4,1,,,,2,5,2,3,5,1,,5,5,5,7,5,6
24577,2020-12-03 18:46:11,1.607.790.079.745,12,,880,139,124,2,2679,5,6035.0,497.5,368.01,6902103363773533441,2,2,4,4,3,1,,,,4,5,3,3,4,1,,4,8,4,8,6,5
24586,2021-03-13 19:00:07,1.038.229.476.852,43,Boy With Luv,8306,882,81,0,500,14,4514.0,508.0,1338.02,6939215464325270786,3,2,4,3,1,1,a bit unclear,,1,3,4,4,4,3,1,more than 1,5,7,2,8,8,4
24597,2020-11-08 03:56:28,143.098.220.787,20,,806500,67400,154,4,8328,5,7276.0,378.0,930.0,6892596958020553985,1,2,3,3,2,1,,,,3,2,3,2,2,1,,3,6,3,5,5,3
24610,2020-11-17 06:10:01,1.753.994.699.653,14,,7000000,403900,3232,31,73100,35,11900.0,1071.0,689.0,6895971138170555649,3,3,2,3,1,1,,,,2,3,3,2,2,1,,6,5,2,6,5,3
24619,2020-11-22 11:40:00,1.739.979.718.287,23,Got That Boom,1900000,43000,598,0,4248,30,2834.0,441.0,"6,89E+195",6897911603916754177,2,2,3,3,1,1,,,,4,5,5,5,3,0,,4,6,2,10,10,3
24647,2021-01-15 17:40:57,5.144.182.419.329,13,On My Mind (Video Audio),712700,86700,294,15,4175,0,934.0,140.0,449.0,6918043215950105858,3,3,3,4,3,1,,,,3,4,4,4,4,1,,6,7,4,8,8,5
24655,2020-11-16 16:36:43,1.349.681.234.375,31,AYA,45800,4169,89,0,988,1,4110.5,532.0,1504.0,6895761555317607682,2,1,4,3,3,1,,,,3,4,4,5,3,1,,3,7,4,8,9,4
24671,2020-12-08 06:13:29,5.305.098.483.449,15,Teach Me How To Dougie,440700,48600,221,2,1791,3,5894.0,378.0,299.01,6903764493772295430,1,3,1,2,1,1,more people,,1,1,3,1,1,4,1,more than 1,4,3,2,4,2,5
24709,2020-11-22 10:29:06,1.740.221.331.944,46,MAGO,502800,5163,1189,19,13000,24,19150.0,1222.5,1244.0,6897893330911366401,2,1,4,4,2,1,,,,4,3,5,4,3,0,,3,8,3,8,9,3
24796,2020-12-06 13:31:11,5.957.688.968.519,30,It's Tricky,2100000,53100,708,4,15500,8,13100.0,1271.5,29.0,6903135449238260993,4,2,1,2,4,1,more people,,1,1,3,1,1,4,1,more than 1,6,3,5,4,2,5
24854,2020-12-27 19:46:49,1.837.928.449.653,13,,5972,951,27,0,243,0,688.0,135.5,351.0,6911025029169827073,1,1,2,2,3,1,minimal repetition,,,2,2,2,2,1,0,,2,4,4,4,4,1
24934,2021-04-03 13:30:04,4.205.687.846.644,11,,3737,580,7,0,226,0,3096.0,247.0,271.01,6946923197656747269,2,2,1,1,2,1,,,,2,3,3,2,3,1,,4,2,3,6,5,4
24954,2020-11-18 00:34:41,5.375.743.137.616,17,,190200,2697,6,0,54,0,18900.0,2141.0,783.0,6896255689908325637,2,3,4,4,2,1,,,,4,3,5,5,3,0,,5,8,3,8,10,3
24974,2020-12-23 07:55:17,1.972.023.829.398,10,,12400,1062,10,0,52,0,18400.0,981.0,11.0,6909357328991128833,2,2,3,2,3,1,minimal repetition,,,3,3,4,3,3,1,,4,5,4,7,7,4
25004,2021-06-10 18:05:36,345.588.502.581,15,,793600,97100,720,23,15800,20,21800.0,2274.0,268.0,6972228003426225414,4,5,4,4,4,1,,,,3,4,4,4,2,1,,9,8,5,8,8,3
25033,2021-01-09 17:49:52,4.895.349.691.782,15,Love Not War (The Tampa Beat),69300,18300,202,0,3683,4,1692.5,180.5,717.0,6915818953684110598,1,1,1,1,4,1,,,,2,3,2,2,2,1,,2,2,5,5,4,3
25044,2020-11-19 01:17:11,5.696.079.821.296,15,,1100000,55100,291,3,2584,4,2584.0,187.0,1111.0,6896637720421010693,2,1,2,1,3,1,hard to recognize,,1,2,2,2,2,1,1,,3,3,4,4,4,2
25122,2020-12-06 22:15:09,1.595.061.741.088,29,Black Mamba,1000000,68800,6203,153,25900,85,38800.0,4826.0,1299.0,6903270465356303617,3,3,3,2,3,0,,,,4,4,4,4,3,1,,6,5,3,8,8,4
25177,2021-01-04 11:04:46,5.094.684.807.755,20,,3500000,107400,4719,11,38300,56,3708.0,411.0,1466.0,6913859167392582914,3,3,2,3,5,1,,,,4,5,5,5,5,1,,6,5,6,10,10,6
25214,2021-01-15 16:36:24,476.261.230.081,10,,44000,6837,48,0,376,1,6872.0,1110.0,134.0,6918026524562050309,2,2,1,1,3,1,,,,4,4,3,4,2,1,,4,2,4,7,7,3
25226,2021-01-01 05:56:48,5.126.210.197.917,13,Pump Up The Jam,10100000,274000,1140,4,15300,15,15300.0,1066.5,1036.0,6912666516253084933,3,3,1,1,5,1,,,,3,3,2,2,2,1,,6,2,6,5,4,3
25236,2020-12-17 17:09:20,4.869.032.466.898,21,I Need U,16000000,1200000,8575,84,58500,217,21900.0,6195.0,895.01,6907273513598471429,2,2,2,2,3,1,maybe multiple ppl,,1,4,4,4,4,4,1,,4,4,4,8,8,5
25266,2020-12-06 05:42:15,2.142.270.721.644,20,,25000,3309,19,0,226,0,659.5,152.0,155.0,6903014599767936258,2,3,1,2,3,1,,,,3,4,3,3,3,1,,5,3,4,7,6,4
25315,2020-12-09 03:15:31,5.312.250.173.958,27,Body,65700,8396,194,5,1975,1,25150.0,2150.5,503.0,6904089897993391365,4,5,4,3,4,1,,,,4,4,4,3,3,1,,9,7,5,8,7,4
25376,2021-01-08 14:40:02,1.230.429.136.921,11,,36400000,4100000,2300000,65100,27700000,29200,1267.0,85.0,30.0,6915398998618688769,1,1,1,1,5,1,,,,4,4,3,3,3,0,,2,2,6,7,6,3
25439,2021-01-12 19:10:43,4.609.986.005.208,29,Shake Ya Boom Boom,18300000,929700,8310,36,69900,79,1194.0,144.0,957.0,6916953088041569537,4,5,3,3,5,1,,,,4,3,3,4,4,1,,9,6,6,6,7,5
25464,2021-05-31 23:23:23,318.878.641.412,48,Gee,45200,1137,234,6,2653,28,6148.0,470.0,1285.0,6968599013801200897,2,2,1,2,2,1,,,,2,2,1,1,1,1,,4,3,3,3,2,2
25484,2020-12-06 03:11:09,5.342.280.824.306,10,,65700,8396,226,1,3569,4,2629.0,262.0,767.0,6902975544057482501,3,3,2,2,2,1,,,,2,2,2,2,1,1,,6,4,3,4,4,2
25516,2020-12-18 19:41:37,5.114.533.871.759,15,,22700,1465,51,2,363,2,469.0,73.0,1025.0,6907683854853737734,3,4,3,3,3,1,,,,4,4,4,3,3,1,,7,6,4,8,7,4
25547,2020-12-07 18:26:54,1.586.848.740.509,15,,26900000,2500000,805100,16000,8500000,6548,39650.0,1916.5,22.0,6903582562552122629,3,4,2,2,4,1,we need a twerk detector,,,3,4,3,3,2,1,,7,4,5,7,6,3
25573,2021-02-02 08:36:44,4.726.997.451.968,16,90's Love,2200000,104400,761,4,5486,24,55000.0,9161.0,"6,90E+195",6924582503252561153,4,2,3,2,2,1,,,,4,4,4,5,4,1,,6,5,3,8,9,5
25577,2020-12-09 16:59:57,5.492.168.829.514,8,,5700000,322300,238,1,4214,5,6297.5,533.5,358.0,6904302384198044934,2,4,1,2,4,0,,,,2,3,2,2,1,0,more then 1,6,3,4,5,4,1
25640,2021-01-02 13:08:34,497.559.934.213,15,Mtg - Vem sentando vem,2400000,471500,128600,4639,1200000,823,1234.0,131.5,917.0,6913148749103582470,3,3,2,2,3,1,,,,3,3,2,3,2,1,more then 1,6,4,4,5,5,3
25660,2020-12-19 12:28:27,1.469.148.028.241,30,음 Mmmh,2500000,170300,50500,636,352300,1750,36850.0,6078.0,993.0,6907943388797013250,3,2,3,2,2,1,,,,4,4,4,4,4,1,,5,5,3,8,8,5
25704,2020-12-02 11:51:02,2.091.280.912.847,18,Given-Taken,15000,337,442,14,11300,6,11300.0,1783.0,"6,90E+195",6901625299255971074,4,3,2,2,2,1,,,,4,4,4,4,4,1,,7,4,3,8,8,5
25746,2020-12-06 04:35:58,5.551.223.565.278,15,,2100000,37900,74,0,635,7,12500.0,1233.0,195.0,6902997377834061061,2,2,2,1,3,1,,,,4,4,3,4,3,1,,4,3,4,7,7,4
25804,2020-12-29 09:16:37,135.880.576.088,14,,2800000,86900,87,1,1838,3,1185.0,83.0,544.0,6911604577494125830,3,3,3,3,2,1,,,,4,4,4,4,2,1,,6,6,3,8,8,3
25912,2020-12-28 21:48:17,4.725.977.171.412,21,GIRL LIKE ME,578600,135700,72200,115,491700,371,348350.0,50950.0,40.0,6911427368494189830,4,5,3,4,3,1,,,,4,4,3,4,3,1,,9,7,4,7,7,4
26020,2021-01-04 00:44:44,131.427.510.162,15,,749200,90600,65000,531,670200,804,257500.0,33600.0,64.0,6913699350749121798,3,4,2,3,4,1,,,,4,4,3,4,3,1,,7,5,5,7,7,4
26073,2020-12-30 00:42:25,4.717.846.867.708,15,,48400000,1700000,7545,31,39400,95,111600.0,12000.0,94.0,6911843332142501125,2,3,1,2,3,1,,,,4,4,3,4,2,1,,5,3,4,7,7,3
26268,2021-05-20 17:45:02,3.586.087.409.954,22,Panorama,7100000,156100,559,29,4820,13,14700.0,926.0,1641.0,6964429911826156805,3,2,2,2,2,1,,,,4,4,4,4,3,1,,5,4,3,8,8,4
26282,2020-12-20 15:27:26,1.998.242.127.083,14,Prrrum,4526,457,11,0,165,0,777.0,77.0,116.0,6908360594504699137,2,4,1,2,3,1,,,,3,3,3,3,2,1,,6,3,4,6,6,3
26319,2021-02-05 02:53:19,4.754.322.482.292,15,,28400,2584,32,0,192,0,1977.0,147.0,752.0,6925607199083367686,2,2,1,1,2,1,,,,2,2,2,2,2,1,,4,2,3,4,4,3
26331,2020-12-20 05:40:01,5.176.011.821.644,36,,79800,18300,88,0,880,12,2667.0,252.0,401.0,6908209214947069185,1,1,1,1,1,1,slomo??,1,,1,2,1,1,1,1,,2,2,2,3,2,2
26385,2021-01-18 17:54:28,4.814.677.721.875,18,,3200000,271100,769,16,6889,54,20400.0,2486.0,1191.0,6919159913310670086,3,3,2,2,2,1,,,,4,3,4,4,4,1,,6,4,3,7,8,5
26399,2020-12-23 16:36:15,1.830.038.285.648,7,Copines,1000000,147200,541,4,6925,8,4282.0,259.0,206.0,6909491585260473602,3,4,2,3,3,1,,,,3,3,2,3,2,1,,7,5,4,5,5,3
26408,2020-12-22 00:15:05,99.251.959.213,27,,367400,13300,208,38,1201,23,9128.0,987.5,955.0,6908867636059229441,3,3,1,2,3,1,,,,3,3,3,3,2,1,,6,3,4,6,6,3
26465,2021-01-22 08:02:33,4.848.426.759.144,15,,15900,3817,82,0,236,5,505.5,144.5,4.0,6920491756609916162,2,3,2,1,2,1,,,,3,3,2,2,2,1,,5,3,3,5,4,3
26587,2021-01-01 12:12:31,5.264.045.087.963,15,,21700000,385300,5056,11,36600,50,11900.0,1544.0,58.0,6912763387151781122,3,4,3,2,3,0,,,,3,3,2,2,3,1,,7,5,3,5,4,4
26870,2021-03-20 04:32:15,3.927.077.326.505,21,,14600,3006,18,1,56,0,233.5,51.0,455.0,6941589413071817985,1,2,1,1,2,1,,,,2,2,2,2,2,1,,3,2,3,4,4,3
26877,2021-02-09 20:07:57,4.729.545.902.894,34,Monkeys Spinning Monkeys,23600000,459800,17500,10,56800,45,17100.0,1492.0,1179.0,6927358191823015173,3,3,2,2,2,1,NOT A DANCE,1,,1,3,1,1,1,1,,6,4,3,4,2,2
26979,2021-02-04 09:08:18,539.111.349.306,43,CRY FOR ME,641,34,197,4,967,6,8118.5,1864.0,1493.0,6925332806419647746,4,4,5,4,3,1,,,,4,4,4,4,3,1,,8,9,4,8,8,4
26989,2020-12-30 08:26:54,4.970.013.359.606,24,,4300000,393200,39100,823,516000,523,6275.5,567.5,1397.0,6911963071015701761,3,4,2,3,3,1,,,,3,3,3,3,3,1,,7,5,4,6,6,4
27013,2021-01-14 19:02:08,5.197.929.604.977,15,,1300000,315300,3978,3,55500,17,9649.5,993.0,71.0,6917693048038165762,4,5,3,2,4,1,,,,3,4,3,3,3,1,,9,5,5,7,6,4
27020,2021-01-01 09:21:46,888.723.180.093,14,,18300,2248,210,0,720,1,4459.0,344.0,800.0,6912719382917418242,2,3,1,1,3,1,,,,3,3,1,1,2,1,,5,2,4,4,2,3
27038,2021-01-12 00:24:51,4.882.416.796.759,15,,619000,23700,490,1,4730,13,4519.0,449.5,581.0,6916662904980786437,4,3,3,3,3,1,,,,3,4,4,4,3,1,,7,6,4,8,8,4
27106,2021-01-16 08:58:52,1.900.261.798.495,12,Bad boy,3600000,182200,1823,2,10300,31,21200.0,1693.5,176.0,6918279742948953346,2,2,1,1,5,1,,,,1,1,1,1,1,1,,4,2,6,2,2,2
27156,2021-01-26 21:54:07,1.047.455.027.546,15,,14000000,463900,825700,12800,3800000,10400,23900.0,2165.0,1485.0,6922190340908682501,5,4,5,5,3,1,,,,4,4,4,4,4,1,,9,10,4,8,8,5
27285,2021-04-01 15:19:57,401.992.904.213,14,Rasputin (Single Version),29800000,1800000,2500,4,56700,34,28900.0,2497.0,761.0,6946209349438049542,4,4,1,2,4,0,,,,3,3,3,3,3,1,,8,3,4,6,6,4
27291,2021-01-02 17:20:10,4.929.443.458.102,11,,2300000,33700,432,1,3193,7,2763.5,222.0,156.0,6913213689181031685,2,2,1,2,2,1,,,,2,2,2,2,2,1,,4,3,3,4,4,3
27385,2021-02-24 06:21:38,4.587.205.216.667,7,Beat It (Extended Version),244700,9660,222,2,931,60,4781.0,390.0,974.0,6932711557646306561,2,3,2,1,2,1,,,,3,3,2,2,3,1,,5,3,3,5,4,4
27422,2021-01-13 23:10:17,5.225.004.397.685,15,,1200000,28100,1497,6,16600,19,12000.0,1012.0,695.0,6917385864553270533,5,4,5,5,5,0,,,,4,4,4,4,4,0,,9,10,5,8,8,4
27460,2021-01-09 07:23:45,5.271.939.546.065,15,Do Dat (Tik Tok Resume),71900,2725,30,0,206,1,8607.5,943.0,1377.0,6915657648838855937,2,4,1,2,3,1,,,,3,3,2,2,2,1,,6,3,4,5,4,3
27608,2021-01-26 00:56:11,4.732.769.402.431,11,YRN (tik tok),94000,24500,82,1,724,7,5964.0,680.0,450.0,6921866169372708101,3,4,2,2,3,1,,,,2,2,2,2,2,1,,7,4,4,4,4,3
27765,2021-01-24 01:27:48,165.402.503.831,15,Buss It,976400,133800,187,0,5208,2,9805.0,762.0,233.0,6921132148288212230,1,3,2,2,3,1,,,,3,3,3,3,1,1,,4,4,4,6,6,2
27800,2021-01-05 01:30:56,5.274.256.369.213,15,Crazy in Love,1000000,35800,22700,533,99000,363,21050.0,1779.5,1541.03,6914082336065801478,4,3,3,3,4,1,,,,3,3,2,3,2,1,,7,6,5,5,5,3
27836,2021-01-22 04:48:14,4.823.012.028.704,20,,243500,55500,800,18,8474,22,4362.0,520.0,1014.0,6920441578616081670,3,5,3,4,2,1,,,,4,4,3,3,3,1,,8,7,3,7,6,4
27880,2021-01-17 02:28:35,4.821.737.767.477,34,,911200,215300,257,1,3535,18,1474.0,121.0,1173.0,6918550260512066818,5,5,5,5,3,1,,,,4,4,3,4,3,1,,10,10,4,7,7,4
27982,2021-03-24 09:37:52,1.242.529.495.486,20,,2706,130,26,1,217,2,306.5,35.5,443.01,6943152515756117250,4,3,4,4,3,1,,,,4,4,4,4,3,1,,7,8,4,8,8,4
27996,2021-01-12 04:43:40,4.926.696.532.407,15,,912700,215200,89,0,1962,0,5794.5,444.0,471.0,6916729647744961793,3,5,2,3,4,1,,,,3,4,3,3,3,1,,8,5,5,7,6,4
28020,2021-01-20 18:32:45,4.954.521.197.222,23,Best Friend (feat. Doja Cat),1800000,415500,4397,381,60000,70,158650.0,29080.5,1344.0,6919911939346812165,4,3,4,3,4,1,,,,4,4,4,4,4,1,,7,7,5,8,8,5
28049,2021-01-17 21:49:08,1.714.487.681.829,29,drivers license,351100,1581,41,0,229,7,3850.0,250.0,1206.0,6918849295739292933,5,5,5,5,5,1,hard to recognise - after the jump not well identified by skeleton tracker,,1,4,4,4,4,3,0,,10,10,6,8,8,3
28070,2021-02-04 13:31:23,1.453.544.816.551,14,,9465,390,31,0,400,1,10900.0,767.0,150.0,6925400541090598150,1,2,1,2,2,1,,,,4,4,3,3,4,1,,3,3,3,7,6,5
28136,2021-01-27 21:04:49,1.605.479.488.194,14,,164700,10100,89,1,707,0,1914.0,167.0,355.0,6922548737915112709,2,3,2,3,4,1,,,,3,4,4,4,3,1,,5,5,5,8,8,4
28189,2021-01-15 14:25:14,746.615.772.685,15,,500100,19300,290,0,7367,9,837.5,145.5,1612.0,6917992782774717698,2,3,2,2,3,1,,,,2,2,2,2,2,1,,5,4,4,4,4,3
28256,2021-03-25 03:09:29,4.434.781.267.708,15,Madan (Siren Jam),1500000,347500,1190,25,13500,20,786.0,71.0,1024.0,6943423500984028421,3,3,1,2,4,1,,,,3,4,3,3,2,1,,6,3,5,7,6,3
28282,2021-04-27 12:02:08,141.585.075.694,15,,19600000,306800,28400,108,280400,312,3730.0,328.0,745.0,6955806568315112710,4,4,3,4,3,1,,,,4,4,4,5,3,1,,8,7,4,8,9,4
28303,2021-03-11 10:06:38,1.052.743.956.944,15,Nesesari,1000000,147200,727,12,8218,9,4313.0,306.0,66.0,6938335788576918789,5,4,4,5,4,1,,,,4,4,3,3,4,1,,9,9,5,7,6,5
28331,2021-02-14 10:43:05,1.609.594.354.745,15,,147,5,8,0,389,0,3028.0,144.0,966.0,6929068086024768770,3,3,3,4,4,1,,,,4,4,3,3,3,1,,6,7,5,7,6,4
28350,2021-03-03 22:38:22,4.648.047.790.509,12,,662000,119500,409,2,3952,7,3249.0,203.0,415.0,6935560813688245509,3,4,3,3,3,1,,,,4,4,3,4,3,1,,7,6,4,7,7,4
28385,2021-02-04 13:01:57,4.715.722.728.241,19,,392500,36000,2749,20,56500,69,5170.0,342.0,1348.0,6925393021236153602,4,4,3,2,3,1,,,,3,3,3,4,3,1,,8,5,4,6,7,4
28425,2021-02-02 21:30:34,1.466.158.563.079,15,,3210,249,71,0,485,8,4534.5,349.0,1040.0,6924781887873371397,2,3,2,2,4,1,,,,3,3,3,3,2,0,,5,4,5,6,6,2
28509,2021-02-03 15:14:49,556.271.443.981,15,,2500000,289200,336,3,4825,50,6235.5,421.0,1278.0,6925056174002064641,1,3,1,2,3,1,,,,4,4,2,2,2,1,,4,3,4,6,4,3
28517,2021-01-23 05:55:22,1.662.320.020.949,31,BOOM,39400,406,1,0,62,0,30350.0,2897.5,"6,54E+195",6920830064338799873,5,5,5,5,2,1,horizontal video,,,4,4,3,4,4,1,,10,10,3,7,7,5
28530,2021-02-02 21:59:17,4.656.996.354.745,15,,31900,1665,135,0,1888,3,2876.0,229.0,667.0,6924789283425406214,2,3,2,2,3,1,,,,3,4,3,3,2,1,,5,4,4,7,6,3
28592,2021-02-06 08:59:24,1.690.314.377.894,20,,174,18,4,0,62,0,1806.0,150.0,738.0,6926072684845534465,2,3,1,1,2,1,,,,2,3,2,2,2,1,,5,2,3,5,4,3
28651,2021-03-28 11:43:28,4.923.566.431.713,15,From Now On,1700000,109600,15400,91,87900,284,220100.0,23000.0,1268.0,6944669212623392005,5,2,3,2,2,1,,,,4,4,3,4,5,1,,7,5,3,7,7,6
28664,2021-05-08 21:39:41,787.437.943.403,58,박수,389,42,29,3,269,2,2128.0,166.0,"6,87E+196",6960037359400258821,,,,,,,cannot find the video!,1,,,,,,,,no video,0,0,0,0,0,0
28692,2021-02-04 13:13:45,4.362.725.395.486,17,,1400000,178300,222,13,1613,18,110500.0,12400.0,1199.0,6925396063641734401,4,3,3,2,2,1,,,,5,5,4,4,5,1,,7,5,3,9,8,6
28809,2021-02-08 13:00:37,49.749.803.912,15,I’m Not Cool,88700,3329,375,1,3345,0,9595.0,1325.0,483.0,6926877016860052738,3,3,2,2,2,1,,,,4,4,4,4,3,1,,6,4,3,8,8,4
28874,2021-02-18 01:00:58,826.164.695.949,18,SexyBack (feat. Timbaland),2400000,137900,623,2,12300,14,85500.0,9950.0,566.0,6930402363639434501,4,4,3,3,3,1,,,,3,4,4,4,4,1,,8,6,4,8,8,5
28885,2021-02-07 21:35:17,4.685.412.073.148,20,,104100,13500,55,0,202,3,579.0,92.0,404.0,6926638536280001794,3,4,2,3,3,1,,,,2,2,3,3,3,1,,7,5,4,5,6,4
28949,2021-03-07 12:00:57,4.326.230.436.806,12,,277400,15600,1388,1,9871,25,1305.0,94.0,815.0,6936880928325143814,2,3,1,2,3,1,,,,3,3,2,2,2,1,,5,3,4,5,4,3
28980,2021-02-24 19:25:51,443.576.136.875,15,Up Down (Do This All Day) (feat. B.o.B),2800000,127300,1573,2,20700,16,655.0,127.0,177.0,6932913617201417477,1,3,1,2,3,1,,,,3,3,3,3,2,1,,4,3,4,6,6,3
29059,2021-03-11 17:58:14,423.534.633.287,13,,129500,9938,333,3,2563,7,3388.5,345.0,563.0,6938457352454622470,4,5,3,4,3,1,,,,4,4,4,4,4,1,,9,7,4,8,8,5
29141,2021-03-17 16:56:35,4.156.203.021.296,15,,14900,4128,25,0,386,0,4591.0,264.0,400.0,6940667974428675333,2,4,2,2,4,1,,,,3,4,3,3,3,1,,6,4,5,7,6,4
29152,2021-02-06 16:10:42,958.770.021.296,14,,1182,324,39,0,164,4,10552.0,942.5,240.0,6926183827236736257,3,3,2,2,5,1,,,,4,3,3,3,3,1,,6,4,6,6,6,4
29194,2021-02-21 11:18:43,4.549.693.284.838,15,,104100,13500,66,0,229,3,350.0,72.0,258.0,6931674869364968706,2,4,2,2,5,1,,,,3,4,3,3,2,1,,6,4,6,7,6,3
29223,2021-04-16 03:10:43,4.736.887.257.407,30,MIC Drop (Steve Aoki Remix),986300,107900,7639,87,35100,79,49700.0,7639.0,1548.0,6951587698213752066,4,2,5,4,2,1,,,,4,5,4,4,4,1,,6,9,3,9,8,5
29330,2021-03-07 11:25:29,4.331.947.939.468,19,,48000,8119,82,1,179,2,2305.0,204.0,127.0,6936871805437086977,2,3,1,2,3,1,,,,3,4,3,3,2,1,,5,3,4,7,6,3
29421,2021-02-25 19:57:10,4.427.877.986.574,15,,90300,15300,29,0,425,3,7925.0,1115.0,676.0,6933292785093070086,4,4,4,4,3,1,,,,2,3,3,3,2,1,,8,8,4,6,6,3
29434,2021-02-08 09:19:35,941.837.396.528,33,,40300000,3400000,1200000,14600,12700000,7724,76.0,18.0,1177.0,6926820058068946177,4,3,3,4,2,1,,,,2,3,2,2,1,1,,7,7,3,5,4,2
29457,2021-02-15 16:44:55,8.495.821.625,15,,67200,3566,66000,472,547800,286,2543.5,231.0,877.0,6929532413815115009,4,5,2,4,3,1,,,,2,3,2,3,2,1,,9,6,4,5,5,3
29513,2021-03-03 18:56:24,1.266.732.093.866,15,Up,5996,610,33,0,214,0,18800.0,1562.0,666.0,6935503629579226373,3,5,3,4,4,1,,,,4,5,5,5,4,0,,8,7,5,10,10,4
29720,2021-02-28 02:23:19,763.758.263.194,39,Tomboy,10600000,637600,29700,300,202500,407,40650.0,5891.5,1521.0,6934134443217079558,5,4,4,4,4,0,,,,4,4,4,4,3,1,,9,8,4,8,8,4
29786,2021-03-09 00:07:12,636.520.984.491,10,,13500000,1300000,118900,1029,2100000,112,5106.0,394.0,933.0,6937439172995091718,2,3,2,2,2,1,,,,3,4,3,3,2,0,,5,4,3,7,6,2
29807,2021-02-15 11:27:48,1.428.730.387.616,32,,770600,60800,341,1,4354,0,4354.0,402.0,826.0,6929450696626408705,4,3,3,4,3,1,,,,4,4,4,4,3,1,,7,7,4,8,8,4
29845,2021-02-18 20:09:54,1.557.103.262.384,35,Heartbreak Anniversary,11500,3496,64,0,127,1,1136.0,83.5,16.0,6930698477596986626,1,2,1,2,2,1,,,,3,3,2,2,2,1,,3,3,3,5,4,3
29943,2021-03-12 20:34:34,4.275.860.915.856,12,,12600000,646700,653,8,4460,13,1906.5,238.0,158.0,6938868723684052229,2,3,2,2,2,1,,,,4,5,5,5,4,0,,5,4,3,10,10,4
29974,2021-02-21 02:04:31,4.552.822.637.616,12,,235400,9771,46,0,536,0,794.0,164.0,251.0,6931532039497829633,2,3,1,1,2,1,,,,4,4,3,3,3,1,,5,2,3,7,6,4
30011,2021-02-17 23:21:31,4.580.723.423.727,9,Bad (2012 Remaster),200700,5305,47,2,517,8,2374.5,262.5,314.0,6930376743849168134,3,2,2,1,3,0,,,,4,4,3,3,3,1,,5,3,3,7,6,4
30130,2021-03-23 07:28:58,4.272.757.189.931,31,,18100,2635,9,0,202,0,202.5,25.0,98.0,6942748172733172997,3,3,3,3,3,1,,,,3,4,3,4,2,1,,6,6,4,7,7,3
30191,2021-04-14 10:27:19,3.682.917.545.949,15,,57900,6307,507,32,16300,5,732.0,49.0,168.0,6950958019844787461,4,5,3,4,5,1,,,,4,5,4,4,4,1,,9,7,6,9,8,5
30216,2021-03-07 19:33:09,4.472.823.326.273,15,Mentirosa,1200000,79300,308,5,3923,2,1966.0,164.0,595.0,6936997473319734534,4,5,2,3,4,1,,,,3,4,3,3,2,1,,9,5,5,7,6,3
30247,2021-02-19 13:41:40,4.432.224.383.218,32,봉봉쇼콜라 (Bon Bon Chocolat),88400,719,11,0,92,0,1139.5,176.5,207.02,6930969537827327234,4,4,3,3,3,1,different format,,,4,4,4,4,3,1,,8,6,4,8,8,4
30329,2021-03-18 20:07:01,1.167.342.245.949,15,,2800000,279500,94,0,1075,2,4227.0,369.0,161.0,6941088136827112710,1,2,1,1,2,1,,,,3,3,2,2,1,1,,3,2,3,5,4,2
